Population Size: 10 Tournament Size: 2 Generations: 10 Mutation Count: 1 Best: 0.5279299014238773, Average: 0.48521358159912387, Time: 5.4380712
Population Size: 10 Tournament Size: 2 Generations: 10 Mutation Count: 1 Best: 0.5279299014238773, Average: 0.5279299014238773, Time: 5.2476903
Population Size: 25 Tournament Size: 3 Generations: 100 Mutation Count: 1 Best: 0.5279299014238773, Average: 0.5279299014238776, Time: 112.20516759999998
Population Size: 100 Tournament Size: 3 Generations: 100 Mutation Count: 1 Best: 0.5328587075575028, Average: 0.5097426067907992, Time: 420.9374333999999
Population Size: 10 Tournament Size: 3 Generations: 100 Mutation Count: 3 Best: 0.5279299014238773, Average: 0.5279299014238773, Time: 66.25414130000001
Population Size: 25 Tournament Size: 3 Generations: 100 Mutation Count: 3 Best: 0.5350492880613362, Average: 0.5299671412924425, Time: 138.2056721
Population Size: 25 Tournament Size: 3 Generations: 100 Mutation Count: 3 Best: 0.5279299014238773, Average: 0.5279299014238776, Time: 132.3722733, Date: 2022-07-23 17:20:37.069011
Population Size: 10 Tournament Size: 3 Generations: 10 Mutation Count: 1 Best: 0.5279299014238773, Average: 0.5252464403066812, Time: 6.425256, Date: 2022-07-24 01:28:52.404385
Population Size: 50 Tournament Size: 3 Generations: 10 Mutation Count: 1 Best: 0.5295728368017525, Average: 0.40416210295728355, Time: 23.7161816, Date: 2022-07-24 01:29:16.121807
Population Size: 100 Tournament Size: 3 Generations: 10 Mutation Count: 1 Best: 0.5295728368017525, Average: 0.3774315443592554, Time: 42.55271020000001, Date: 2022-07-24 01:29:58.675826
Population Size: 500 Tournament Size: 3 Generations: 10 Mutation Count: 1 Best: 0.5345016429353778, Average: 0.3139463307776561, Time: 196.5633892, Date: 2022-07-24 01:33:15.239897
Population Size: 10 Tournament Size: 6 Generations: 10 Mutation Count: 1 Best: 0.5290251916757941, Average: 0.5239868565169771, Time: 8.912925299999984, Date: 2022-07-24 01:33:24.153521
Population Size: 50 Tournament Size: 6 Generations: 10 Mutation Count: 1 Best: 0.5284775465498357, Average: 0.4132530120481928, Time: 25.548197399999992, Date: 2022-07-24 01:33:49.702513
Population Size: 100 Tournament Size: 6 Generations: 10 Mutation Count: 1 Best: 0.5284775465498357, Average: 0.3881982475355972, Time: 43.34851510000004, Date: 2022-07-24 01:34:33.052028
Population Size: 500 Tournament Size: 6 Generations: 10 Mutation Count: 1 Best: 0.5355969331872946, Average: 0.3280153340635273, Time: 197.87230980000004, Date: 2022-07-24 01:37:50.925041
Population Size: 10 Tournament Size: 3 Generations: 10 Mutation Count: 2 Best: 0.5279299014238773, Average: 0.5279299014238773, Time: 6.688820200000009, Date: 2022-07-24 01:37:57.615095
Population Size: 50 Tournament Size: 3 Generations: 10 Mutation Count: 2 Best: 0.5279299014238773, Average: 0.38685651697699874, Time: 21.78408460000003, Date: 2022-07-24 01:38:19.399938
Population Size: 100 Tournament Size: 3 Generations: 10 Mutation Count: 2 Best: 0.5284775465498357, Average: 0.3855421686746988, Time: 41.17024289999995, Date: 2022-07-24 01:39:00.570972
Population Size: 500 Tournament Size: 3 Generations: 10 Mutation Count: 2 Best: 0.5295728368017525, Average: 0.3197469879518077, Time: 199.62622180000005, Date: 2022-07-24 01:42:20.197951
Population Size: 10 Tournament Size: 6 Generations: 10 Mutation Count: 2 Best: 0.5290251916757941, Average: 0.5284227820372399, Time: 8.676088499999992, Date: 2022-07-24 01:42:28.874989
Population Size: 50 Tournament Size: 6 Generations: 10 Mutation Count: 2 Best: 0.5279299014238773, Average: 0.40951807228915676, Time: 25.319807699999956, Date: 2022-07-24 01:42:54.195818
Population Size: 100 Tournament Size: 6 Generations: 10 Mutation Count: 2 Best: 0.5279299014238773, Average: 0.37027382256297936, Time: 46.043955600000004, Date: 2022-07-24 01:43:40.240557
Population Size: 500 Tournament Size: 6 Generations: 10 Mutation Count: 2 Best: 0.5355969331872946, Average: 0.33223220153340705, Time: 199.13548600000001, Date: 2022-07-24 01:46:59.376877
Population Size: 10 Tournament Size: 3 Generations: 10 Mutation Count: 3 Best: 0.5279299014238773, Average: 0.4951259583789705, Time: 6.948216899999807, Date: 2022-07-24 01:47:06.325846
Population Size: 50 Tournament Size: 3 Generations: 10 Mutation Count: 3 Best: 0.5279299014238773, Average: 0.40566265060240964, Time: 22.420968299999913, Date: 2022-07-24 01:47:28.747561
